0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,0
0,0,0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,0
0,0,0.25,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,0
0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0
0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0
0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.42,0,0,0,0,0,0,0,0,0
0,0,0,0.42,0.42,0.42,0.42,0.42,0,0,0,0
0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0
0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0
0,0,0,0.33,0.33,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.33,0.33,0.2,0.2,0.15,0.15,0.15,0,0
0,0,0,0.33,0.33,0.2,0.2,0.15,0.15,0.15,0,0